Section,Beam Mark,Width_mm,Depth_mm,Prov_BotBar_No,Prov_BotBar_Dia_mm,Prov_BotBar_Area_mm2,Positive_Moment_kNm,Min_BotBar_mm2,Min_BotBar_Area-crk_mm2,Req_BotBar_Area_cl6.1_mm2,Req_BotBar_Area_mm2,BotBar_utilisation,BotBar _Design_Status,BotBar_Spacing,Prov_TopBar_No,Prov_TopBar_Dia_mm,Prov_TopBar_Area_mm2,Negative_Moment_kNm,Min_TopBar_mm2,Min_TopBar_Area-crk_mm2,Req_TopBar_Area_cl6.1_mm2,Req_TopBar_Area_Req_mm2,TopBar_utilisation,TopBar_Design_Status,TopBar_Spacing_mm,ShearForce_kN,ShearBar_leg_nos,ShearBar_Dia_mm,ShearBar_Spacing_mm,ShearBar_Prov_Asv_mm2perm,Ved_Prov_kN,Ved_Req_kN,Ved_utilisation,Shear_Design_Status,Source_File
17,2B1-S6-M,125,600,1 layer x 2no,2T16,402,53,94,104,209,209,0.52,PASS,PASS,1 layer x 2no,2T12,226,19,94,106,75,106,0.469,PASS,PASS,47,2,6,175,323.1352444,91,47,0.516483516,PASS,2B1_Beam_Audit_Table R1 No Fill.csv
18,2B1-S6-R,125,600,1 layer x 2no,2T16,402,38,94,104,150,150,0.373,PASS,PASS,1 layer x 2no,2T16,402,75,94,104,300,300,0.746,PASS,PASS,47,2,6,175,323.1352444,91,47,0.516483516,PASS,2B1_Beam_Audit_Table R1 No Fill.csv
19,2B1-S7-L,125,600,1 layer x 2no,2T16,402,20,94,104,79,104,0.259,PASS,PASS,1 layer x 2no,2T16,402,74,94,104,296,296,0.736,PASS,PASS,47,2,6,175,323.1352444,91,47,0.516483516,PASS,2B1_Beam_Audit_Table R1 No Fill.csv
20,2B1-S7-M,125,600,1 layer x 2no,2T16,402,52,94,104,205,205,0.51,PASS,PASS,1 layer x 2no,2T16,402,19,94,104,75,104,0.259,PASS,PASS,47,2,6,175,323.1352444,91,47,0.516483516,PASS,2B1_Beam_Audit_Table R1 No Fill.csv
21,2B1-S7-R,125,600,1 layer x 2no,2T16,402,38,94,104,150,150,0.373,PASS,PASS,1 layer x 2no,2T16,402,75,94,104,300,300,0.746,PASS,PASS,47,2,6,175,323.1352444,91,47,0.516483516,PASS,2B1_Beam_Audit_Table R1 No Fill.csv
22,2B1-S8-L,125,600,1 layer x 2no,2T20,628,19,93,103,75,103,0.164,PASS,FAIL,1 layer x 2no,2T16,402,76,94,104,305,305,0.759,PASS,PASS,41,2,6,175,323.1352444,91,41,0.450549451,PASS,2B1_Beam_Audit_Table R1 No Fill.csv
23,2B1-S8-M,125,600,1 layer x 2no,2T20,628,76,93,103,306,306,0.487,PASS,FAIL,1 layer x 2no,2T12,226,19,94,106,75,106,0.469,PASS,PASS,41,2,6,175,323.1352444,91,41,0.450549451,PASS,2B1_Beam_Audit_Table R1 No Fill.csv
24,2B1-S8-R,125,600,1 layer x 2no,2T20,628,56,93,103,221,221,0.352,PASS,FAIL,1 layer x 2no,2T12,226,3,94,106,12,106,0.469,PASS,PASS,41,2,6,175,323.1352444,91,41,0.450549451,PASS,2B1_Beam_Audit_Table R1 No Fill.csv
1,2B22-S1-L,125,450,1 layer x 2no,2T12,226,17,69,79,91,91,0.403,PASS,PASS,1 layer x 2no,2T12,226,14,69,79,75,79,0.35,PASS,PASS,,2,6,150,376.9911184,78,21,0.269230769,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
2,2B22-S1-M,125,450,1 layer x 2no,2T12,226,14,69,79,75,79,0.35,PASS,PASS,1 layer x 2no,2T12,226,17,69,79,91,91,0.403,PASS,PASS,,2,6,175,323.1352444,67,20,0.298507463,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
3,2B22-S1-R,125,450,1 layer x 2no,2T12,226,33,69,79,177,177,0.783,PASS,PASS,1 layer x 2no,2T16,402,65,69,78,373,373,0.928,PASS,PASS,,2,6,175,323.1352444,67,42,0.626865672,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
4,2B22-S2-L,125,450,1 layer x 2no,2T20,628,37,68,76,202,202,0.322,PASS,FAIL,1 layer x 2no,2T16,402,63,69,78,360,360,0.896,PASS,PASS,,2,6,175,323.1352444,67,90,1.343283582,FAIL,2B22_Beam_Audit_Table R1 No Fill.csv
5,2B22-S2-M,125,450,1 layer x 2no,2T20,628,68,68,76,396,396,0.631,PASS,FAIL,1 layer x 2no,2T12,226,28,69,79,150,150,0.664,PASS,PASS,,2,6,175,323.1352444,67,65,0.970149254,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
6,2B22-S2-R,125,450,1 layer x 2no,2T20,628,56,68,76,318,318,0.506,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,111,66,76,764,764,0.894,PASS,FAIL,,2,6,175,323.1352444,67,90,1.343283582,FAIL,2B22_Beam_Audit_Table R1 No Fill.csv
7,2B22-S3-L,125,450,1 layer x 2no,2T20,628,65,68,76,376,376,0.599,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,129,66,76,878,878,1.027,FAIL,PASS,,2,6,175,323.1352444,67,98,1.462686567,FAIL,2B22_Beam_Audit_Table R1 No Fill.csv
8,2B22-S3-M,125,450,1 layer x 2no,2T20,628,88,68,76,538,538,0.857,PASS,FAIL,1 layer x 2no,2T12,226,32,69,79,171,171,0.757,PASS,PASS,,2,6,175,323.1352444,67,65,0.970149254,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
9,2B22-S3-R,125,450,1 layer x 2no,2T20,628,64,68,76,369,369,0.588,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,129,66,76,878,878,1.027,FAIL,PASS,,2,6,175,323.1352444,67,98,1.462686567,FAIL,2B22_Beam_Audit_Table R1 No Fill.csv
10,2B22-S4-L,125,450,1 layer x 2no,2T16,402,63,69,78,360,360,0.896,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,126,66,76,860,860,1.006,FAIL,PASS,,2,6,175,323.1352444,67,96,1.432835821,FAIL,2B22_Beam_Audit_Table R1 No Fill.csv
11,2B22-S4-M,125,450,1 layer x 2no,2T16,402,85,69,78,512,512,1.274,FAIL,PASS,1 layer x 2no,2T12,226,32,69,79,171,171,0.757,PASS,PASS,,2,6,175,323.1352444,67,65,0.970149254,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
12,2B22-S4-R,125,450,1 layer x 2no,2T16,402,63,69,78,360,360,0.896,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,126,66,76,860,860,1.006,FAIL,PASS,,2,6,175,323.1352444,67,96,1.432835821,FAIL,2B22_Beam_Audit_Table R1 No Fill.csv
13,2B22-S5-L,125,450,1 layer x 2no,2T16,402,67,69,78,387,387,0.963,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,135,66,76,913,913,1.068,FAIL,PASS,,2,6,175,323.1352444,67,107,1.597014925,FAIL,2B22_Beam_Audit_Table R1 No Fill.csv
14,2B22-S5-M,125,450,1 layer x 2no,2T16,402,91,69,78,557,557,1.386,FAIL,PASS,1 layer x 2no,2T12,226,34,69,79,183,183,0.81,PASS,PASS,,2,6,175,323.1352444,67,65,0.970149254,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
15,2B22-S5-R,125,450,1 layer x 2no,2T16,402,68,69,78,393,393,0.978,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,136,66,76,919,919,1.075,FAIL,PASS,,2,6,175,323.1352444,67,107,1.597014925,FAIL,2B22_Beam_Audit_Table R1 No Fill.csv
16,2B22-S6-L,125,450,1 layer x 2no,2T16,402,6,69,78,32,78,0.194,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,4,66,76,22,76,0.089,PASS,FAIL,,2,6,175,323.1352444,67,14,0.208955224,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
17,2B22-S6-M,125,450,1 layer x 2no,2T16,402,5,69,78,27,78,0.194,PASS,PASS,1 layer x 2no,2T12,226,6,69,79,32,79,0.35,PASS,PASS,,2,6,175,323.1352444,67,14,0.208955224,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
18,2B22-S6-R,125,450,1 layer x 2no,2T16,402,2,69,78,11,78,0.194,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,4,66,76,22,76,0.089,PASS,FAIL,,2,6,175,323.1352444,67,14,0.208955224,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
19,2B22-S7-L,125,450,1 layer x 2no,2T16,402,65,69,78,373,373,0.928,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,124,66,76,848,848,0.992,PASS,FAIL,,2,6,175,323.1352444,67,102,1.52238806,FAIL,2B22_Beam_Audit_Table R1 No Fill.csv
20,2B22-S7-M,125,450,1 layer x 2no,2T16,402,106,69,78,678,678,1.687,FAIL,PASS,1 layer x 2no,2T16,402,35,69,79,189,189,0.47,PASS,PASS,,2,6,175,323.1352444,67,65,0.970149254,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
21,2B22-S7-R,125,450,1 layer x 2no,2T16,402,70,69,78,407,407,1.012,FAIL,PASS,1 layer x 2no,2T20,628,140,68,76,923,923,1.47,FAIL,PASS,,2,6,175,323.1352444,67,102,1.52238806,FAIL,2B22_Beam_Audit_Table R1 No Fill.csv
22,2B22-S8-L,125,600,1 layer x 2no,2T16,402,111,68,78,734,734,1.826,FAIL,PASS,2 layer x 2no,2T20 + 2T20,1257,221,64,74,1475,1475,1.173,FAIL,PASS,,2,10,100,1570.796327,440,171,0.388636364,PASS,2B22_Beam_Audit_Table R1 No Fill.csv
1,2B24-S1-L,125,450,1 layer x 2no,2T20,628,31,68,76,168,168,0.268,PASS,FAIL,1 layer x 2no,2T20,628,65,68,76,376,376,0.599,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
2,2B24-S1-M,125,450,1 layer x 2no,2T20,628,61,68,76,350,350,0.557,PASS,FAIL,1 layer x 2no,2T16,402,17,69,78,91,91,0.226,PASS,PASS,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
3,2B24-S1-R,125,450,1 layer x 2no,2T20,628,33,68,76,179,179,0.285,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,66,66,76,396,396,0.463,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
4,2B24-S2-L,125,450,1 layer x 2no,2T20,628,34,68,76,185,185,0.295,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,66,66,76,396,396,0.463,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
5,2B24-S2-M,125,450,2 layer x 2no,2T20 + 2T16,1030,63,65,75,383,383,0.372,PASS,FAIL,1 layer x 2no,2T16,402,20,69,78,108,108,0.269,PASS,PASS,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
6,2B24-S2-R,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,77,64,74,496,496,0.395,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
7,2B24-S3-L,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,77,64,74,496,496,0.395,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
8,2B24-S3-M,125,450,2 layer x 2no,2T20 + 2T16,1030,63,65,75,383,383,0.372,PASS,FAIL,1 layer x 2no,2T16,402,21,69,78,113,113,0.281,PASS,PASS,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
9,2B24-S3-R,125,450,1 layer x 2no,2T20,628,41,68,76,226,226,0.36,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,81,64,74,528,528,0.42,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
10,2B24-S4-L,125,450,1 layer x 2no,2T20,628,41,68,76,226,226,0.36,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,81,64,74,528,528,0.42,PASS,FAIL,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
11,2B24-S4-M,125,450,2 layer x 2no,2T20 + 2T20,1257,67,64,74,420,420,0.334,PASS,FAIL,1 layer x 2no,2T16,402,21,69,78,113,113,0.281,PASS,PASS,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
12,2B24-S4-R,125,450,1 layer x 2no,2T20,628,42,68,76,232,232,0.369,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,31,66,76,173,173,0.202,PASS,FAIL,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
13,2B24-S5,125,450,1 layer x 2no,2T12,226,29,69,79,155,155,0.686,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,57,66,76,335,335,0.392,PASS,FAIL,,2,6,175,323.1352444,67,23,0.343283582,PASS,2B24_Beam_Audit_Table R1 No Fill.csv
1,2B25-S1-L,125,450,1 layer x 2no,2T20,628,40,68,76,220,220,0.35,PASS,FAIL,1 layer x 2no,2T20,628,79,68,76,472,472,0.752,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B25_Beam_Audit_Table R1 No Fill.csv
2,2B25-S1-M,125,450,2 layer x 2no,2T20 + 2T16,1030,72,65,75,448,448,0.435,PASS,FAIL,1 layer x 2no,2T12,226,20,69,79,107,107,0.473,PASS,PASS,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B25_Beam_Audit_Table R1 No Fill.csv
3,2B25-S1-R,125,450,1 layer x 2no,2T20,628,42,68,76,232,232,0.369,PASS,FAIL,2 layer x 2no,2T16 + 2T12,628,44,66,77,252,252,0.401,PASS,PASS,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B25_Beam_Audit_Table R1 No Fill.csv
4,2B25-S2-L,125,450,1 layer x 2no,2T12,226,12,69,79,64,79,0.35,PASS,PASS,2 layer x 2no,2T16 + 2T12,628,47,66,77,271,271,0.432,PASS,PASS,,2,6,175,323.1352444,67,29,0.432835821,PASS,2B25_Beam_Audit_Table R1 No Fill.csv
5,2B25-S2-R,125,450,1 layer x 2no,2T12,226,12,69,79,64,79,0.35,PASS,PASS,1 layer x 2no,2T16,402,12,69,78,65,78,0.194,PASS,PASS,,2,6,175,323.1352444,67,13,0.194029851,PASS,2B25_Beam_Audit_Table R1 No Fill.csv
1,2B2-S1-L,125,450,1 layer x 2no,2T20,628,37,68,76,202,202,0.322,PASS,FAIL,1 layer x 2no,2T12,226,21,69,79,112,112,0.496,PASS,PASS,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
2,2B2-S1-M,125,450,1 layer x 2no,2T20,628,57,68,76,324,324,0.516,PASS,FAIL,1 layer x 2no,2T12,226,21,69,79,112,112,0.496,PASS,PASS,,2,6,175,323.1352444,67,53,0.791044776,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
3,2B2-S1-R,125,450,1 layer x 2no,2T16,628,42,68,76,232,232,0.369,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,84,66,76,529,529,0.619,PASS,FAIL,,2,6,175,323.1352444,67,53,0.791044776,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
4,2B2-S2-L,125,450,1 layer x 2no,2T16,402,41,69,78,224,224,0.557,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,83,66,76,521,521,0.609,PASS,FAIL,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
5,2B2-S2-M,125,450,1 layer x 2no,2T16,402,59,69,78,335,335,0.833,PASS,PASS,1 layer x 2no,2T16,402,21,69,78,113,113,0.281,PASS,PASS,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
6,2B2-S2-R,125,450,1 layer x 2no,2T16,402,38,69,78,207,207,0.515,PASS,PASS,1 layer x 2no,2T20,628,77,68,76,458,458,0.729,PASS,FAIL,,2,6,175,323.1352444,67,52,0.776119403,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
7,2B2-S3-L,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,1 layer x 2no,2T20,628,77,68,76,458,458,0.729,PASS,FAIL,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
8,2B2-S3-M,125,450,1 layer x 2no,2T20,628,58,68,76,330,330,0.525,PASS,FAIL,1 layer x 2no,2T12,226,19,69,79,102,102,0.451,PASS,PASS,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
9,2B2-S3-R,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,77,66,76,475,475,0.556,PASS,FAIL,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
10,2B2-S4-L,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,77,66,76,475,475,0.556,PASS,FAIL,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
11,2B2-S4-M,125,450,1 layer x 2no,2T20,628,58,68,76,330,330,0.525,PASS,FAIL,1 layer x 2no,2T12,226,19,69,79,102,102,0.451,PASS,PASS,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
12,2B2-S4-R,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,1 layer x 2no,2T20,628,77,68,76,458,458,0.729,PASS,FAIL,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
13,2B2-S5-L,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,1 layer x 2no,2T20,628,77,68,76,458,458,0.729,PASS,FAIL,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
14,2B2-S5-M,125,450,1 layer x 2no,2T20,628,58,68,76,330,330,0.525,PASS,FAIL,1 layer x 2no,2T12,226,19,69,79,102,102,0.451,PASS,PASS,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
15,2B2-S5-R,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,1 layer x 2no,2T20,628,77,68,76,458,458,0.729,PASS,FAIL,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
16,2B2-S6-L,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,1 layer x 2no,2T20,628,77,68,76,458,458,0.729,PASS,FAIL,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
17,2B2-S6-M,125,450,1 layer x 2no,2T20,628,58,68,76,330,330,0.525,PASS,FAIL,1 layer x 2no,2T12,226,19,69,79,102,102,0.451,PASS,PASS,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
18,2B2-S6-R,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,1 layer x 2no,2T20,628,78,68,76,465,465,0.74,PASS,FAIL,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
19,2B2-S7-L,125,450,1 layer x 2no,2T16,402,39,69,78,213,213,0.53,PASS,PASS,1 layer x 2no,2T20,628,78,68,76,465,465,0.74,PASS,FAIL,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
20,2B2-S7-M,125,450,1 layer x 2no,2T16,402,58,69,78,328,328,0.816,PASS,PASS,1 layer x 2no,2T16,402,19,69,78,102,102,0.254,PASS,PASS,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
21,2B2-S7-R,125,450,1 layer x 2no,2T16,402,38,69,78,207,207,0.515,PASS,PASS,2 layer x 2no,2T20 + 2T12,855,76,66,76,468,468,0.547,PASS,FAIL,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
22,2B2-S8-L,125,450,1 layer x 2no,2T20,628,37,68,76,202,202,0.322,PASS,FAIL,2 layer x 2no,2T20 + 2T12,855,75,66,76,461,461,0.539,PASS,FAIL,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
23,2B2-S8-M,125,450,1 layer x 2no,2T20,855,44,66,76,251,251,0.294,PASS,FAIL,1 layer x 2no,2T12,226,19,69,79,102,102,0.451,PASS,PASS,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
24,2B2-S8-R,125,450,1 layer x 2no,2T20,628,26,68,76,141,141,0.225,PASS,FAIL,1 layer x 2no,2T12,226,6,69,79,32,79,0.35,PASS,PASS,,2,6,175,323.1352444,67,50,0.746268657,PASS,2B2_Beam_Audit_Table R1 No Fill.csv
1,2B31-S1-L,125,450,1 layer x 2no,2T20,628,28,68,76,151,151,0.24,PASS,FAIL,1 layer x 2no,2T20,628,17,68,76,92,92,0.146,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
2,2B31-S1-M,125,450,2 layer x 2no,2T20 + 2T20,1257,51,64,74,307,307,0.244,PASS,FAIL,1 layer x 2no,2T20,628,17,68,76,92,92,0.146,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
3,2B31-S1-R,125,450,1 layer x 2no,2T20,628,35,68,76,191,191,0.304,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,69,64,74,434,434,0.345,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
4,2B31-S2-L,125,450,1 layer x 2no,2T20,628,34,68,76,185,185,0.295,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,69,64,74,434,434,0.345,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
5,2B31-S2-M,125,450,1 layer x 2no,2T20,628,64,68,76,369,369,0.588,PASS,FAIL,1 layer x 2no,2T16,402,20,69,78,108,108,0.269,PASS,PASS,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
6,2B31-S2-R,125,450,1 layer x 2no,2T20,628,40,68,76,220,220,0.35,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,77,64,74,496,496,0.395,PASS,FAIL,,2,6,175,323.1352444,67,46,0.686567164,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
7,2B31-S3-L,125,450,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,77,64,74,496,496,0.395,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
8,2B31-S3-M,125,450,2 layer x 2no,2T20 + 2T20,1257,63,64,74,390,390,0.31,PASS,FAIL,1 layer x 2no,2T16,402,20,69,78,108,108,0.269,PASS,PASS,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
9,2B31-S3-R,125,450,1 layer x 2no,2T20,628,40,68,76,220,220,0.35,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,81,64,74,528,528,0.42,PASS,FAIL,,2,6,175,323.1352444,67,47,0.701492537,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
10,2B31-S4-L,125,450,1 layer x 2no,2T20,628,40,68,76,220,220,0.35,PASS,FAIL,2 layer x 2no,2T20 + 2T20,1257,81,64,74,528,528,0.42,PASS,FAIL,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
11,2B31-S4-M,125,450,2 layer x 2no,2T20 + 2T20,1257,67,64,74,420,420,0.334,PASS,FAIL,1 layer x 2no,2T12,226,20,69,79,107,107,0.473,PASS,PASS,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
12,2B31-S4-R,125,450,1 layer x 2no,2T20,628,42,68,76,232,232,0.369,PASS,FAIL,1 layer x 2no,2T20,628,37,68,76,202,202,0.322,PASS,FAIL,,2,6,175,323.1352444,67,49,0.731343284,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
13,2B31-S5,125,450,1 layer x 2no,2T12,226,10,69,79,54,79,0.35,PASS,PASS,1 layer x 2no,2T20,628,39,68,76,214,214,0.341,PASS,FAIL,,2,6,175,323.1352444,67,20,0.298507463,PASS,2B31_Beam_Audit_Table R1 No Fill.csv
1,2B32-S1-L,125,450,1 layer x 2no,2T20,628,27,68,76,146,146,0.232,PASS,FAIL,1 layer x 2no,2T20,628,13,68,76,70,76,0.121,PASS,FAIL,,2,6,175,323.1352444,67,43,0.641791045,PASS,2B32_Beam_Audit_Table R1 No Fill.csv
2,2B32-S1-M,125,450,2 layer x 2no,2T20 + 2T20,1257,60,64,74,369,369,0.294,PASS,FAIL,1 layer x 2no,2T16,402,13,69,78,70,78,0.194,PASS,PASS,,2,6,175,323.1352444,67,43,0.641791045,PASS,2B32_Beam_Audit_Table R1 No Fill.csv
3,2B32-S1-R,125,450,1 layer x 2no,2T20,628,35,68,76,191,191,0.304,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,50,65,75,295,295,0.286,PASS,FAIL,,2,6,175,323.1352444,67,43,0.641791045,PASS,2B32_Beam_Audit_Table R1 No Fill.csv
4,2B32-S2-L,125,450,1 layer x 2no,2T12,226,25,69,79,134,134,0.593,PASS,PASS,2 layer x 2no,2T20 + 2T16,1030,50,65,75,295,295,0.286,PASS,FAIL,,2,6,150,376.9911184,78,14,0.179487179,PASS,2B32_Beam_Audit_Table R1 No Fill.csv
5,2B32-S2-R,125,450,1 layer x 2no,2T12,226,13,69,79,70,79,0.35,PASS,PASS,1 layer x 2no,2T20,628,13,68,76,70,76,0.121,PASS,FAIL,,2,6,150,376.9911184,78,14,0.179487179,PASS,2B32_Beam_Audit_Table R1 No Fill.csv
1,2B35-S1-L,125,450,1 layer x 2no,2T20,628,43,68,76,238,238,0.379,PASS,FAIL,1 layer x 2no,2T20,628,86,68,76,523,523,0.833,PASS,FAIL,,2,6,175,323.1352444,67,65,0.970149254,PASS,2B35_Beam_Audit_Table R1 No Fill.csv
2,2B35-S1-M,125,450,1 layer x 2no,2T20,628,69,68,76,403,403,0.642,PASS,FAIL,1 layer x 2no,2T20,628,27,68,76,146,146,0.232,PASS,FAIL,,2,6,175,323.1352444,67,53,0.791044776,PASS,2B35_Beam_Audit_Table R1 No Fill.csv
3,2B35-S1-R,125,450,1 layer x 2no,2T20,628,53,68,76,299,299,0.476,PASS,FAIL,2 layer x 2no,2T20 + 2T16,1030,105,65,75,726,726,0.705,PASS,FAIL,,2,6,175,323.1352444,67,86,1.28358209,FAIL,2B35_Beam_Audit_Table R1 No Fill.csv
